run_id,row_id,original_path,current_path,recorded_utc,date_label,date_source,pipeline,accepted_geometry,derivative_optimizer,arm_or_policy,mlp_role_policy,scene_target,initialization,solver,oracle,acquisition,noise_materials,catalog_status,execution_outcome,recovery_outcome,representation_outcome,stop_reason,training_relative_l2,holdout_relative_l2,field_metric_scope,geometry_error_m,geometry_error_kind,takeaway,implication_for_strict_mlp_method_b,source_metadata,source_revision,recorded_command,rerun_disposition
inverse_solver_comparison/wrong-circle-mie-20260902,inverse_solver_comparison/wrong-circle-mie-20260902::kress,results/inverse_solver_comparison/wrong-circle-mie-20260902,results/legacy/known_shape_family_parameter_inverse/wrong-circle-mie-20260902,2026-09-02T18:32:29.549669+00:00,2026-09-02,metrics.json:provenance.created_utc (recorded artifact timestamp; not necessarily start/end),known_shape_family_parameter_fd_method_b,implicit-model parameters; Method-B Cartesian Fourier boundary rebuilt at each evaluation,bounded central parameter finite differences; damped Gauss-Newton,kress,no full MLP inverse; analytic shape controls or four output weights on frozen random features,"circle; {""center_x_m"":0.5,""center_y_m"":0.5,""radius_m"":0.05}",wrong circle SDF,KRESS,gpr_bem_ref analytic penetrable-cylinder Mie series,"12 paired ring Tx/Rx; train GHz=[0.25, 0.5]; holdout GHz=[1.0, 1.5, 2.5]",noise=none; exterior epsr=6.0; interior epsr=3.0; lossless nonmagnetic TMz,legacy_known_shape_family_control,completed,passed_recorded_inverse_gates,not_applicable,loss_tolerance,8.647850444934753e-11,3.810069400282821e-10,saved aggregate relative L2 across held-out frequencies/pairs; not maximum per-frequency,3.601473286263257e-12,saved maximum sampled boundary-to-analytic-target distance,In-family synthetic Method-B solver-neutral control.,"Known shape-family recovery control only; does not establish full-MLP shape discovery. Family supplied, numeric shape parameters inferred from measurements.",results/legacy/known_shape_family_parameter_inverse/wrong-circle-mie-20260902/metrics.json,ee49cb0a03cbe8653fde5a09b295d2971eb93412; inspect recorded dirty state/source hashes for exact measured code,run_sdf_inverse_comparison.py --output-dir results/inverse_solver_comparison/wrong-circle-mie-20260902 --overwrite,preserve Method-B control; rerun only if its extraction/forward path changes
inverse_solver_comparison/wrong-circle-mie-20260902,inverse_solver_comparison/wrong-circle-mie-20260902::mod,results/inverse_solver_comparison/wrong-circle-mie-20260902,results/legacy/known_shape_family_parameter_inverse/wrong-circle-mie-20260902,2026-09-02T18:32:29.549669+00:00,2026-09-02,metrics.json:provenance.created_utc (recorded artifact timestamp; not necessarily start/end),known_shape_family_parameter_fd_method_b,implicit-model parameters; Method-B Cartesian Fourier boundary rebuilt at each evaluation,bounded central parameter finite differences; damped Gauss-Newton,mod,no full MLP inverse; analytic shape controls or four output weights on frozen random features,"circle; {""center_x_m"":0.5,""center_y_m"":0.5,""radius_m"":0.05}",wrong circle SDF,MOD,gpr_bem_ref analytic penetrable-cylinder Mie series,"12 paired ring Tx/Rx; train GHz=[0.25, 0.5]; holdout GHz=[1.0, 1.5, 2.5]",noise=none; exterior epsr=6.0; interior epsr=3.0; lossless nonmagnetic TMz,legacy_known_shape_family_control,completed,passed_recorded_inverse_gates,not_applicable,relative_step_tolerance,0.0027130839868458284,0.07043829589191654,saved aggregate relative L2 across held-out frequencies/pairs; not maximum per-frequency,5.683716579713699e-05,saved maximum sampled boundary-to-analytic-target distance,In-family synthetic Method-B solver-neutral control.,"Known shape-family recovery control only; does not establish full-MLP shape discovery. Family supplied, numeric shape parameters inferred from measurements.",results/legacy/known_shape_family_parameter_inverse/wrong-circle-mie-20260902/metrics.json,ee49cb0a03cbe8653fde5a09b295d2971eb93412; inspect recorded dirty state/source hashes for exact measured code,run_sdf_inverse_comparison.py --output-dir results/inverse_solver_comparison/wrong-circle-mie-20260902 --overwrite,preserve Method-B control; rerun only if its extraction/forward path changes
inverse_solver_comparison/wrong-ellipse-mie-20260902,inverse_solver_comparison/wrong-ellipse-mie-20260902::kress,results/inverse_solver_comparison/wrong-ellipse-mie-20260902,results/legacy/known_shape_family_parameter_inverse/wrong-ellipse-mie-20260902,2026-09-02T21:02:09.423840+00:00,2026-09-02,metrics.json:provenance.created_utc (recorded artifact timestamp; not necessarily start/end),known_shape_family_parameter_fd_method_b,implicit-model parameters; Method-B Cartesian Fourier boundary rebuilt at each evaluation,bounded central parameter finite differences; damped Gauss-Newton,kress,no full MLP inverse; analytic shape controls or four output weights on frozen random features,"circle; {""center_x_m"":0.5,""center_y_m"":0.5,""radius_m"":0.05}",rotated quadratic ellipse implicit field,KRESS,gpr_bem_ref analytic penetrable-cylinder Mie series,"12 paired ring Tx/Rx; train GHz=[0.25, 0.5]; holdout GHz=[1.0, 1.5, 2.5]",noise=none; exterior epsr=6.0; interior epsr=3.0; lossless nonmagnetic TMz,legacy_known_shape_family_control,completed,passed_recorded_inverse_gates,not_applicable,loss_tolerance,7.115130256625281e-10,3.2248682457599538e-09,saved aggregate relative L2 across held-out frequencies/pairs; not maximum per-frequency,3.4118971536933884e-11,saved maximum sampled boundary-to-analytic-target distance,In-family synthetic Method-B solver-neutral control.,"Known shape-family recovery control only; does not establish full-MLP shape discovery. Family supplied, numeric shape parameters inferred from measurements.",results/legacy/known_shape_family_parameter_inverse/wrong-ellipse-mie-20260902/metrics.json,ee49cb0a03cbe8653fde5a09b295d2971eb93412; inspect recorded dirty state/source hashes for exact measured code,run_sdf_inverse_comparison.py --initial-model ellipse --max-iterations 8 --output-dir results/inverse_solver_comparison/wrong-ellipse-mie-20260902 --overwrite,preserve Method-B control; rerun only if its extraction/forward path changes
inverse_solver_comparison/wrong-ellipse-mie-20260902,inverse_solver_comparison/wrong-ellipse-mie-20260902::mod,results/inverse_solver_comparison/wrong-ellipse-mie-20260902,results/legacy/known_shape_family_parameter_inverse/wrong-ellipse-mie-20260902,2026-09-02T21:02:09.423840+00:00,2026-09-02,metrics.json:provenance.created_utc (recorded artifact timestamp; not necessarily start/end),known_shape_family_parameter_fd_method_b,implicit-model parameters; Method-B Cartesian Fourier boundary rebuilt at each evaluation,bounded central parameter finite differences; damped Gauss-Newton,mod,no full MLP inverse; analytic shape controls or four output weights on frozen random features,"circle; {""center_x_m"":0.5,""center_y_m"":0.5,""radius_m"":0.05}",rotated quadratic ellipse implicit field,MOD,gpr_bem_ref analytic penetrable-cylinder Mie series,"12 paired ring Tx/Rx; train GHz=[0.25, 0.5]; holdout GHz=[1.0, 1.5, 2.5]",noise=none; exterior epsr=6.0; interior epsr=3.0; lossless nonmagnetic TMz,legacy_known_shape_family_control,completed,passed_recorded_inverse_gates,not_applicable,loss_change_tolerance,0.0027130839743581773,0.07043829608334681,saved aggregate relative L2 across held-out frequencies/pairs; not maximum per-frequency,5.683694596170241e-05,saved maximum sampled boundary-to-analytic-target distance,In-family synthetic Method-B solver-neutral control.,"Known shape-family recovery control only; does not establish full-MLP shape discovery. Family supplied, numeric shape parameters inferred from measurements.",results/legacy/known_shape_family_parameter_inverse/wrong-ellipse-mie-20260902/metrics.json,ee49cb0a03cbe8653fde5a09b295d2971eb93412; inspect recorded dirty state/source hashes for exact measured code,run_sdf_inverse_comparison.py --initial-model ellipse --max-iterations 8 --output-dir results/inverse_solver_comparison/wrong-ellipse-mie-20260902 --overwrite,preserve Method-B control; rerun only if its extraction/forward path changes
inverse_solver_comparison/wrong-star-nystrom-20260903,inverse_solver_comparison/wrong-star-nystrom-20260903::kress,results/inverse_solver_comparison/wrong-star-nystrom-20260903,results/legacy/known_shape_family_parameter_inverse/wrong-star-nystrom-20260903,2026-09-02T23:08:09.088496+00:00,2026-09-02,metrics.json:provenance.created_utc (recorded artifact timestamp; not necessarily start/end),known_shape_family_parameter_fd_method_b,implicit-model parameters; Method-B Cartesian Fourier boundary rebuilt at each evaluation,bounded central parameter finite differences; damped Gauss-Newton,kress,no full MLP inverse; analytic shape controls or four output weights on frozen random features,"star; {""amplitude"":0.25,""center_x_m"":0.5,""center_y_m"":0.5,""lobes"":5.0,""maximum_radius_m"":0.0625,""mean_radius_m"":0.05,""minimum_radius_m"":0.037500000000000006,""rotation_radians"":0.0}",radial_star_level_set,KRESS,nystrom_ref independent Nystrom/Muller solution of the exact star,"12 paired ring Tx/Rx; train GHz=[0.5, 1.5]; holdout GHz=[0.25, 1.0, 2.5]",noise=none; exterior epsr=6.0; interior epsr=3.0; lossless nonmagnetic TMz,legacy_known_shape_family_control,completed,passed_recorded_inverse_gates,not_applicable,relative_step_tolerance,5.880771954407011e-06,3.139459457220169e-05,saved aggregate relative L2 across held-out frequencies/pairs; not maximum per-frequency,3.868554363679945e-05,saved maximum sampled boundary-to-analytic-target distance,In-family synthetic Method-B solver-neutral control.,"Known shape-family recovery control only; does not establish full-MLP shape discovery. Family supplied, numeric shape parameters inferred from measurements.",results/legacy/known_shape_family_parameter_inverse/wrong-star-nystrom-20260903/metrics.json,64f0822af6711631758063c00deab5bb2735d721; inspect recorded dirty state/source hashes for exact measured code,run_sdf_inverse_comparison.py --target star --output-dir results/inverse_solver_comparison/wrong-star-nystrom-20260903 --overwrite,preserve Method-B control; rerun only if its extraction/forward path changes
inverse_solver_comparison/wrong-star-nystrom-20260903,inverse_solver_comparison/wrong-star-nystrom-20260903::mod,results/inverse_solver_comparison/wrong-star-nystrom-20260903,results/legacy/known_shape_family_parameter_inverse/wrong-star-nystrom-20260903,2026-09-02T23:08:09.088496+00:00,2026-09-02,metrics.json:provenance.created_utc (recorded artifact timestamp; not necessarily start/end),known_shape_family_parameter_fd_method_b,implicit-model parameters; Method-B Cartesian Fourier boundary rebuilt at each evaluation,bounded central parameter finite differences; damped Gauss-Newton,mod,no full MLP inverse; analytic shape controls or four output weights on frozen random features,"star; {""amplitude"":0.25,""center_x_m"":0.5,""center_y_m"":0.5,""lobes"":5.0,""maximum_radius_m"":0.0625,""mean_radius_m"":0.05,""minimum_radius_m"":0.037500000000000006,""rotation_radians"":0.0}",radial_star_level_set,MOD,nystrom_ref independent Nystrom/Muller solution of the exact star,"12 paired ring Tx/Rx; train GHz=[0.5, 1.5]; holdout GHz=[0.25, 1.0, 2.5]",noise=none; exterior epsr=6.0; interior epsr=3.0; lossless nonmagnetic TMz,legacy_known_shape_family_control,completed,passed_recorded_inverse_gates,not_applicable,loss_change_tolerance,0.0030213143544253105,0.012658149631161426,saved aggregate relative L2 across held-out frequencies/pairs; not maximum per-frequency,6.658087787432502e-05,saved maximum sampled boundary-to-analytic-target distance,In-family synthetic Method-B solver-neutral control.,"Known shape-family recovery control only; does not establish full-MLP shape discovery. Family supplied, numeric shape parameters inferred from measurements.",results/legacy/known_shape_family_parameter_inverse/wrong-star-nystrom-20260903/metrics.json,64f0822af6711631758063c00deab5bb2735d721; inspect recorded dirty state/source hashes for exact measured code,run_sdf_inverse_comparison.py --target star --output-dir results/inverse_solver_comparison/wrong-star-nystrom-20260903 --overwrite,preserve Method-B control; rerun only if its extraction/forward path changes
neural_metric/comparison-20260906,neural_metric/comparison-20260906::circle::identity,results/neural_metric/comparison-20260906,results/inverse/radial_fourier/neural_metric/comparison-20260906,2026-09-06T00:23:19.459957+00:00,2026-09-06,metrics.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K5_analytic_frozen_metric,explicit gauge-fixed radial Fourier K5 coefficients,complete analytic Kress objective derivative; metric-preconditioned line search with frequency stages,circle::identity,identity; frozen initial output-head feature metric only; no neural training/extraction during reconstruction,circle,"wrong exact circle; [radius,center_x,center_y]=[0.065,0.48,0.52]",KRESS,independent fixed-mode Mie,paired ring; train 0.5 then 0.5/1.5 GHz; holdout 2 GHz,no added noise; epsr exterior/interior 6/3; lossless nonmagnetic TMz,current_diagnostic,completed,loss_tolerance_met; no universal recovery gate,not_requested,loss_tolerance,0.0039052159076471966,0.040081660424439856,aggregate held-out 2 GHz relative L2 at N512; physics qualification is only self-refinement,6.379861057634594e-05,fixed-chart correspondence RMS (not symmetric set maximum),All neural seeds underperform explicit controls within declared budget; all star arms are nonconverged; resolved fields alone do not imply recovery.,Do not assume frozen neural features improve geometry search; strict MLP transfer must be compared against explicit identity/smoothing controls.,results/inverse/radial_fourier/neural_metric/comparison-20260906/metrics.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python /home/drdeng/Neural_SDF_BEM_AD/run_neural_metric_comparison.py --output-dir results/neural_metric/comparison-20260906,preserve bounded negative result; adaptive/trained neural metric would be a new experiment
neural_metric/comparison-20260906,neural_metric/comparison-20260906::circle::neural seed0,results/neural_metric/comparison-20260906,results/inverse/radial_fourier/neural_metric/comparison-20260906,2026-09-06T00:23:19.459957+00:00,2026-09-06,metrics.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K5_analytic_frozen_metric,explicit gauge-fixed radial Fourier K5 coefficients,complete analytic Kress objective derivative; metric-preconditioned line search with frequency stages,circle::neural seed0,neural seed0; frozen initial output-head feature metric only; no neural training/extraction during reconstruction,circle,"wrong exact circle; [radius,center_x,center_y]=[0.065,0.48,0.52]",KRESS,independent fixed-mode Mie,paired ring; train 0.5 then 0.5/1.5 GHz; holdout 2 GHz,no added noise; epsr exterior/interior 6/3; lossless nonmagnetic TMz,current_diagnostic,completed,not_converged_budget_limited,not_requested,iteration_budget,0.1296654585098408,1.5277486672044867,aggregate held-out 2 GHz relative L2 at N512; physics qualification is only self-refinement,0.0022921747666655506,fixed-chart correspondence RMS (not symmetric set maximum),All neural seeds underperform explicit controls within declared budget; all star arms are nonconverged; resolved fields alone do not imply recovery.,Do not assume frozen neural features improve geometry search; strict MLP transfer must be compared against explicit identity/smoothing controls.,results/inverse/radial_fourier/neural_metric/comparison-20260906/metrics.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python /home/drdeng/Neural_SDF_BEM_AD/run_neural_metric_comparison.py --output-dir results/neural_metric/comparison-20260906,preserve bounded negative result; adaptive/trained neural metric would be a new experiment
neural_metric/comparison-20260906,neural_metric/comparison-20260906::circle::neural seed1,results/neural_metric/comparison-20260906,results/inverse/radial_fourier/neural_metric/comparison-20260906,2026-09-06T00:23:19.459957+00:00,2026-09-06,metrics.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K5_analytic_frozen_metric,explicit gauge-fixed radial Fourier K5 coefficients,complete analytic Kress objective derivative; metric-preconditioned line search with frequency stages,circle::neural seed1,neural seed1; frozen initial output-head feature metric only; no neural training/extraction during reconstruction,circle,"wrong exact circle; [radius,center_x,center_y]=[0.065,0.48,0.52]",KRESS,independent fixed-mode Mie,paired ring; train 0.5 then 0.5/1.5 GHz; holdout 2 GHz,no added noise; epsr exterior/interior 6/3; lossless nonmagnetic TMz,current_diagnostic,completed,not_converged_budget_limited,not_requested,iteration_budget,0.06747022210669235,0.576537736620575,aggregate held-out 2 GHz relative L2 at N512; physics qualification is only self-refinement,0.0010429574324549759,fixed-chart correspondence RMS (not symmetric set maximum),All neural seeds underperform explicit controls within declared budget; all star arms are nonconverged; resolved fields alone do not imply recovery.,Do not assume frozen neural features improve geometry search; strict MLP transfer must be compared against explicit identity/smoothing controls.,results/inverse/radial_fourier/neural_metric/comparison-20260906/metrics.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python /home/drdeng/Neural_SDF_BEM_AD/run_neural_metric_comparison.py --output-dir results/neural_metric/comparison-20260906,preserve bounded negative result; adaptive/trained neural metric would be a new experiment
neural_metric/comparison-20260906,neural_metric/comparison-20260906::circle::neural seed2,results/neural_metric/comparison-20260906,results/inverse/radial_fourier/neural_metric/comparison-20260906,2026-09-06T00:23:19.459957+00:00,2026-09-06,metrics.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K5_analytic_frozen_metric,explicit gauge-fixed radial Fourier K5 coefficients,complete analytic Kress objective derivative; metric-preconditioned line search with frequency stages,circle::neural seed2,neural seed2; frozen initial output-head feature metric only; no neural training/extraction during reconstruction,circle,"wrong exact circle; [radius,center_x,center_y]=[0.065,0.48,0.52]",KRESS,independent fixed-mode Mie,paired ring; train 0.5 then 0.5/1.5 GHz; holdout 2 GHz,no added noise; epsr exterior/interior 6/3; lossless nonmagnetic TMz,current_diagnostic,completed,not_converged_budget_limited,not_requested,iteration_budget,0.10760817622115633,1.0731567788421075,aggregate held-out 2 GHz relative L2 at N512; physics qualification is only self-refinement,0.001698385000832699,fixed-chart correspondence RMS (not symmetric set maximum),All neural seeds underperform explicit controls within declared budget; all star arms are nonconverged; resolved fields alone do not imply recovery.,Do not assume frozen neural features improve geometry search; strict MLP transfer must be compared against explicit identity/smoothing controls.,results/inverse/radial_fourier/neural_metric/comparison-20260906/metrics.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python /home/drdeng/Neural_SDF_BEM_AD/run_neural_metric_comparison.py --output-dir results/neural_metric/comparison-20260906,preserve bounded negative result; adaptive/trained neural metric would be a new experiment
neural_metric/comparison-20260906,neural_metric/comparison-20260906::circle::sobolev,results/neural_metric/comparison-20260906,results/inverse/radial_fourier/neural_metric/comparison-20260906,2026-09-06T00:23:19.459957+00:00,2026-09-06,metrics.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K5_analytic_frozen_metric,explicit gauge-fixed radial Fourier K5 coefficients,complete analytic Kress objective derivative; metric-preconditioned line search with frequency stages,circle::sobolev,sobolev; frozen initial output-head feature metric only; no neural training/extraction during reconstruction,circle,"wrong exact circle; [radius,center_x,center_y]=[0.065,0.48,0.52]",KRESS,independent fixed-mode Mie,paired ring; train 0.5 then 0.5/1.5 GHz; holdout 2 GHz,no added noise; epsr exterior/interior 6/3; lossless nonmagnetic TMz,current_diagnostic,completed,loss_tolerance_met; no universal recovery gate,not_requested,loss_tolerance,0.006851215192468709,0.07527266779522576,aggregate held-out 2 GHz relative L2 at N512; physics qualification is only self-refinement,0.00011436103550219583,fixed-chart correspondence RMS (not symmetric set maximum),All neural seeds underperform explicit controls within declared budget; all star arms are nonconverged; resolved fields alone do not imply recovery.,Do not assume frozen neural features improve geometry search; strict MLP transfer must be compared against explicit identity/smoothing controls.,results/inverse/radial_fourier/neural_metric/comparison-20260906/metrics.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python /home/drdeng/Neural_SDF_BEM_AD/run_neural_metric_comparison.py --output-dir results/neural_metric/comparison-20260906,preserve bounded negative result; adaptive/trained neural metric would be a new experiment
neural_metric/comparison-20260906,neural_metric/comparison-20260906::star::identity,results/neural_metric/comparison-20260906,results/inverse/radial_fourier/neural_metric/comparison-20260906,2026-09-06T00:23:19.459957+00:00,2026-09-06,metrics.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K5_analytic_frozen_metric,explicit gauge-fixed radial Fourier K5 coefficients,complete analytic Kress objective derivative; metric-preconditioned line search with frequency stages,star::identity,identity; frozen initial output-head feature metric only; no neural training/extraction during reconstruction,star,"wrong exact circle; [radius,center_x,center_y]=[0.065,0.48,0.52]",KRESS,independent refined Nyström,paired ring; train 0.5 then 0.5/1.5 GHz; holdout 2 GHz,no added noise; epsr exterior/interior 6/3; lossless nonmagnetic TMz,current_diagnostic,completed,not_converged_budget_limited,not_requested,iteration_budget,0.27763616159263466,0.6039166220625969,aggregate held-out 2 GHz relative L2 at N512; physics qualification is only self-refinement,0.00655575110460521,fixed-chart correspondence RMS (not symmetric set maximum),All neural seeds underperform explicit controls within declared budget; all star arms are nonconverged; resolved fields alone do not imply recovery.,Do not assume frozen neural features improve geometry search; strict MLP transfer must be compared against explicit identity/smoothing controls.,results/inverse/radial_fourier/neural_metric/comparison-20260906/metrics.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python /home/drdeng/Neural_SDF_BEM_AD/run_neural_metric_comparison.py --output-dir results/neural_metric/comparison-20260906,preserve bounded negative result; adaptive/trained neural metric would be a new experiment
neural_metric/comparison-20260906,neural_metric/comparison-20260906::star::neural seed0,results/neural_metric/comparison-20260906,results/inverse/radial_fourier/neural_metric/comparison-20260906,2026-09-06T00:23:19.459957+00:00,2026-09-06,metrics.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K5_analytic_frozen_metric,explicit gauge-fixed radial Fourier K5 coefficients,complete analytic Kress objective derivative; metric-preconditioned line search with frequency stages,star::neural seed0,neural seed0; frozen initial output-head feature metric only; no neural training/extraction during reconstruction,star,"wrong exact circle; [radius,center_x,center_y]=[0.065,0.48,0.52]",KRESS,independent refined Nyström,paired ring; train 0.5 then 0.5/1.5 GHz; holdout 2 GHz,no added noise; epsr exterior/interior 6/3; lossless nonmagnetic TMz,current_diagnostic,completed,not_converged_budget_limited,not_requested,iteration_budget,0.48849771278939136,0.8865937169245196,aggregate held-out 2 GHz relative L2 at N512; physics qualification is only self-refinement,0.01239943619940534,fixed-chart correspondence RMS (not symmetric set maximum),All neural seeds underperform explicit controls within declared budget; all star arms are nonconverged; resolved fields alone do not imply recovery.,Do not assume frozen neural features improve geometry search; strict MLP transfer must be compared against explicit identity/smoothing controls.,results/inverse/radial_fourier/neural_metric/comparison-20260906/metrics.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python /home/drdeng/Neural_SDF_BEM_AD/run_neural_metric_comparison.py --output-dir results/neural_metric/comparison-20260906,preserve bounded negative result; adaptive/trained neural metric would be a new experiment
neural_metric/comparison-20260906,neural_metric/comparison-20260906::star::neural seed1,results/neural_metric/comparison-20260906,results/inverse/radial_fourier/neural_metric/comparison-20260906,2026-09-06T00:23:19.459957+00:00,2026-09-06,metrics.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K5_analytic_frozen_metric,explicit gauge-fixed radial Fourier K5 coefficients,complete analytic Kress objective derivative; metric-preconditioned line search with frequency stages,star::neural seed1,neural seed1; frozen initial output-head feature metric only; no neural training/extraction during reconstruction,star,"wrong exact circle; [radius,center_x,center_y]=[0.065,0.48,0.52]",KRESS,independent refined Nyström,paired ring; train 0.5 then 0.5/1.5 GHz; holdout 2 GHz,no added noise; epsr exterior/interior 6/3; lossless nonmagnetic TMz,current_diagnostic,completed,not_converged_budget_limited,not_requested,iteration_budget,0.4608778851986436,0.7895975888816166,aggregate held-out 2 GHz relative L2 at N512; physics qualification is only self-refinement,0.010941703362445732,fixed-chart correspondence RMS (not symmetric set maximum),All neural seeds underperform explicit controls within declared budget; all star arms are nonconverged; resolved fields alone do not imply recovery.,Do not assume frozen neural features improve geometry search; strict MLP transfer must be compared against explicit identity/smoothing controls.,results/inverse/radial_fourier/neural_metric/comparison-20260906/metrics.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python /home/drdeng/Neural_SDF_BEM_AD/run_neural_metric_comparison.py --output-dir results/neural_metric/comparison-20260906,preserve bounded negative result; adaptive/trained neural metric would be a new experiment
neural_metric/comparison-20260906,neural_metric/comparison-20260906::star::neural seed2,results/neural_metric/comparison-20260906,results/inverse/radial_fourier/neural_metric/comparison-20260906,2026-09-06T00:23:19.459957+00:00,2026-09-06,metrics.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K5_analytic_frozen_metric,explicit gauge-fixed radial Fourier K5 coefficients,complete analytic Kress objective derivative; metric-preconditioned line search with frequency stages,star::neural seed2,neural seed2; frozen initial output-head feature metric only; no neural training/extraction during reconstruction,star,"wrong exact circle; [radius,center_x,center_y]=[0.065,0.48,0.52]",KRESS,independent refined Nyström,paired ring; train 0.5 then 0.5/1.5 GHz; holdout 2 GHz,no added noise; epsr exterior/interior 6/3; lossless nonmagnetic TMz,current_diagnostic,completed,not_converged_budget_limited,not_requested,iteration_budget,0.557785011261573,0.8844593029764658,aggregate held-out 2 GHz relative L2 at N512; physics qualification is only self-refinement,0.010620948214388103,fixed-chart correspondence RMS (not symmetric set maximum),All neural seeds underperform explicit controls within declared budget; all star arms are nonconverged; resolved fields alone do not imply recovery.,Do not assume frozen neural features improve geometry search; strict MLP transfer must be compared against explicit identity/smoothing controls.,results/inverse/radial_fourier/neural_metric/comparison-20260906/metrics.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python /home/drdeng/Neural_SDF_BEM_AD/run_neural_metric_comparison.py --output-dir results/neural_metric/comparison-20260906,preserve bounded negative result; adaptive/trained neural metric would be a new experiment
neural_metric/comparison-20260906,neural_metric/comparison-20260906::star::sobolev,results/neural_metric/comparison-20260906,results/inverse/radial_fourier/neural_metric/comparison-20260906,2026-09-06T00:23:19.459957+00:00,2026-09-06,metrics.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K5_analytic_frozen_metric,explicit gauge-fixed radial Fourier K5 coefficients,complete analytic Kress objective derivative; metric-preconditioned line search with frequency stages,star::sobolev,sobolev; frozen initial output-head feature metric only; no neural training/extraction during reconstruction,star,"wrong exact circle; [radius,center_x,center_y]=[0.065,0.48,0.52]",KRESS,independent refined Nyström,paired ring; train 0.5 then 0.5/1.5 GHz; holdout 2 GHz,no added noise; epsr exterior/interior 6/3; lossless nonmagnetic TMz,current_diagnostic,completed,not_converged_budget_limited,not_requested,iteration_budget,0.3079570389003787,0.538780433751893,aggregate held-out 2 GHz relative L2 at N512; physics qualification is only self-refinement,0.006054739025231732,fixed-chart correspondence RMS (not symmetric set maximum),All neural seeds underperform explicit controls within declared budget; all star arms are nonconverged; resolved fields alone do not imply recovery.,Do not assume frozen neural features improve geometry search; strict MLP transfer must be compared against explicit identity/smoothing controls.,results/inverse/radial_fourier/neural_metric/comparison-20260906/metrics.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python /home/drdeng/Neural_SDF_BEM_AD/run_neural_metric_comparison.py --output-dir results/neural_metric/comparison-20260906,preserve bounded negative result; adaptive/trained neural metric would be a new experiment
